maze,pos,steps,distance,path
M100.xml,0,37,2.9600000000000017,"[[-1.0, -1.4], [-0.9434314575050762, -1.343431457505076], [-0.8868629150101524, -1.2868629150101523], [-0.8302943725152285, -1.2302943725152284], [-0.7737258300203047, -1.1737258300203046], [-0.7171572875253809, -1.1171572875253808], [-0.6605887450304571, -1.060588745030457], [-0.6040202025355332, -1.0040202025355331], [-0.5474516600406094, -0.9474516600406093], [-0.4908831175456856, -0.8908831175456855], [-0.43431457505076176, -0.8343145750507617], [-0.43431457505076176, -0.7543145750507617], [-0.43431457505076176, -0.6743145750507618], [-0.37774603255583794, -0.6177460325558379], [-0.37774603255583794, -0.537746032555838], [-0.3211774900609141, -0.4811774900609141], [-0.2646089475659903, -0.42460894756599027], [-0.20804040507106647, -0.36804040507106645], [-0.15147186257614265, -0.3114718625761427], [-0.15147186257614265, -0.23147186257614266], [-0.09490332008121884, -0.17490332008121867], [-0.03833477758629503, -0.11833477758629488], [0.018233764908628797, -0.06176623509137115], [0.0748023074035526, -0.005197692596447354], [0.13137084989847642, 0.05137084989847644], [0.13137084989847642, 0.13137084989847644], [0.18793939239340024, 0.18793939239340024], [0.18793939239340024, 0.26793939239340026], [0.24450793488832406, 0.3245079348883241], [0.24450793488832406, 0.4045079348883241], [0.3010764773832479, 0.46107647738324786], [0.3010764773832479, 0.5410764773832478], [0.3576450198781717, 0.5976450198781716], [0.3576450198781717, 0.6776450198781716], [0.41421356237309553, 0.7342135623730954], [0.41421356237309553, 0.8142135623730954], [0.47078210486801936, 0.8707821048680192], [0.47078210486801936, 0.9507821048680192]]"
M200.xml,0,37,2.9600000000000017,"[[-1.0, -1.4], [-0.9434314575050762, -1.343431457505076], [-0.8868629150101524, -1.2868629150101523], [-0.8302943725152285, -1.2302943725152284], [-0.7737258300203047, -1.1737258300203046], [-0.7171572875253809, -1.1171572875253808], [-0.6605887450304571, -1.060588745030457], [-0.6040202025355332, -1.0040202025355331], [-0.5474516600406094, -0.9474516600406093], [-0.4908831175456856, -0.8908831175456855], [-0.43431457505076176, -0.8343145750507617], [-0.43431457505076176, -0.7543145750507617], [-0.43431457505076176, -0.6743145750507618], [-0.37774603255583794, -0.6177460325558379], [-0.3211774900609141, -0.5611774900609141], [-0.2646089475659903, -0.5046089475659903], [-0.20804040507106647, -0.44804040507106646], [-0.15147186257614265, -0.39147186257614264], [-0.09490332008121884, -0.3349033200812187], [-0.03833477758629502, -0.27833477758629493], [0.01823376490862879, -0.22176623509137114], [0.07480230740355259, -0.16519769259644734], [0.13137084989847642, -0.10862915010152355], [0.18793939239340024, -0.05206060760659975], [0.18793939239340024, 0.02793939239340025], [0.18793939239340024, 0.10793939239340025], [0.18793939239340024, 0.18793939239340024], [0.18793939239340024, 0.26793939239340026], [0.24450793488832406, 0.3245079348883241], [0.3010764773832479, 0.3810764773832479], [0.3010764773832479, 0.4610764773832479], [0.3576450198781717, 0.5176450198781717], [0.41421356237309553, 0.5742135623730955], [0.41421356237309553, 0.6542135623730955], [0.47078210486801936, 0.7107821048680193], [0.47078210486801936, 0.7907821048680193], [0.47078210486801936, 0.8707821048680192], [0.47078210486801936, 0.9507821048680192]]"
